~$6,,~$8,,~$36,,
$10.0,8372616,$11.99,7861805,$28.0,8251593,
$10.0,8372616,$11.99,7865743,$28.0,8255221,
$10.0,8372616,$11.99,7878268,$28.0,8208831,
$10.0,8372616,$11.99,7878268,$28.0,8255202,
$10.0,8372616,$11.99,7918241,$28.0,8255221,
$10.0,8372616,$11.99,7918215,$28.0,8251946,
$10.0,8376922,$11.99,7918204,$28.0,8258882,
$10.0,8376922,$11.99,7918242,$28.0,8258882,
$10.0,8385316,$11.99,8008865,$28.0,8258857,
$10.0,8385316,$11.99,8036447,$28.0,8258882,
$10.0,8385316,$11.99,8101670,$28.0,8226622,
$10.0,8385316,$11.99,8101660,$28.0,8226633,
$10.0,8385316,$11.99,8222073,$28.0,8262467,
$10.0,8385316,$11.99,8222073,$28.0,8260988,
$10.0,8385316,$11.99,8221809,$28.0,8262343,
$10.0,8385316,$11.99,8222073,$28.0,8262556,
$10.0,8390426,$11.99,8222073,$28.0,7973944,
$10.0,8390426,$11.99,8222073,$28.0,8267377,
$10.0,8390426,$11.99,8222073,$28.0,8280850,
$10.0,8390426,$11.99,8221809,$28.0,8273604,
$10.0,8390426,$11.99,8222073,$28.0,8269038,
$10.0,8390426,$11.99,8222073,$28.0,8269376,
$10.0,8401383,$11.99,8222073,$28.0,8205224,
$10.0,8401386,$11.99,8222073,$28.0,8273600,
$10.0,8401386,$11.99,8232064,$28.0,8276004,
$10.0,8406645,$11.99,8232825,$28.0,8276065,
$10.0,8418156,$11.99,8231483,$28.0,8281004,
$10.0,8418152,$11.99,8231507,$28.0,8281004,
$10.0,8418153,$11.99,8231551,$28.0,8276070,
$10.0,8418156,$11.99,8231499,$28.0,8276083,
$10.0,8422515,$11.99,8231567,$28.0,7540535,
$10.0,8422518,$11.99,8232064,$28.0,8280147,
$10.0,8422515,$11.99,8232064,$28.0,8281059,
$10.0,8422515,$11.99,8232047,$28.0,7540506,
$10.0,8449368,$11.99,8231463,$28.0,7540535,
$10.0,8449370,$11.99,8231461,$28.0,8280147,
$10.0,8449336,$11.99,8231471,$28.0,7540506,
$10.0,8449367,$11.99,8232076,$28.0,8280147,
$10.0,8452267,$11.99,8232082,$28.0,8287155,
$10.0,8452267,$11.99,8231559,$28.0,8068353,
$10.0,8452267,$11.99,8231489,$28.0,8243119,
$10.0,8467330,$11.99,8231498,$28.0,8243119,
$10.0,8467321,$11.99,8232055,$28.0,7821112,
$10.0,8467334,$11.99,8231470,$28.0,8288124,
$10.0,8467321,$11.99,8232103,$28.0,8068353,
$10.0,8467334,$11.99,8232064,$28.0,8243119,
$10.0,8467321,$11.99,8313722,$28.0,8288124,
$10.0,8467334,$11.99,8313722,$28.0,8243119,
$10.0,8467330,$11.99,8231489,$28.0,8296601,
$10.0,8467945,$11.99,8245592,$28.0,8096139,
$10.0,8467321,$11.99,8245592,$28.0,8294170,
$10.0,8467330,$11.99,8354684,$28.0,8295081,
$10.0,8467334,$11.99,8245592,$28.0,8296601,
$10.0,8467334,$11.99,8363496,$28.0,8243436,
$10.0,8467321,$11.99,8363499,$28.0,8296308,
$10.0,8467334,$11.99,8377738,$28.0,8296308,
$10.0,8467321,$12.0,8385514,$28.0,8251236,
$10.0,8467334,$12.0,8060606,$28.0,8243595,
$10.0,8488479,$12.0,8060607,$28.0,8243595,
$9.99,8231577,$12.0,8060610,$28.0,8297979,
$9.99,8231459,$12.0,8060612,$28.0,7933446,
$9.99,8231478,$12.0,8064802,$28.0,8300060,
$9.99,8231548,$12.0,8064811,$28.0,8300060,
$9.99,8231506,$12.0,8064809,$28.0,8300060,
$9.99,8231514,$12.0,8064818,$28.0,8306889,
$9.99,8232093,$12.0,8115523,$28.0,8303988,
$9.99,8231476,$12.0,8115523,$28.0,8302095,
$9.99,8231492,$12.0,8115525,$28.0,8302715,
$9.99,8231560,$12.0,8115525,$28.0,8308208,
$9.99,8263254,$12.0,8115558,$28.0,8303988,
$9.99,8231464,$12.0,8115558,$28.0,8425822,
$9.99,8231533,$12.0,8115558,$28.0,7933402,
$9.99,8231556,$12.0,8115560,$28.0,8303704,
$9.99,8232122,$12.0,8115560,$28.0,8306889,
$9.99,8232059,$12.0,8115560,$28.0,8303988,
$9.99,8232060,$12.0,8115474,$28.0,8305308,
$9.99,8284261,$12.0,8115474,$28.0,8208831,
$9.99,8232856,$12.0,8109725,$28.0,8255101,
$9.99,8248106,$12.0,8109725,$28.0,7933402,
$9.99,8263254,$12.0,8109725,$28.0,8043854,
$9.99,8263254,$12.0,8109725,$28.0,8305953,
$9.99,8263254,$12.0,8129171,$28.0,8305952,
$9.99,8263254,$12.0,8117273,$28.0,8087537,
$9.99,8322002,$12.0,8117273,$28.0,8110403,
$9.99,8353832,$12.0,8129175,$28.0,7933402,
$9.99,8353839,$12.0,8117299,$28.0,8110403,
$9.99,8353842,$12.0,8129664,$28.0,8043854,
$9.99,8353839,$12.0,8126450,$28.0,8110346,
$9.99,8353842,$12.0,8126450,$28.0,8306893,
$9.99,8353828,$12.0,8118306,$28.0,8313509,
$9.99,8353839,$12.0,8091497,$28.0,8313509,
$9.99,8353839,$12.0,8091497,$27.5,7136484,
$9.99,8353839,$12.0,8115474,$28.0,7998726,
$9.99,8353842,$12.0,8115474,$28.0,7998753,
$9.99,8353828,$12.0,8144179,$28.0,7998815,
$9.99,8353828,$12.0,8040816,$28.0,7998738,
$9.99,8353832,$12.0,8144180,$28.0,7998758,
$9.99,8353828,$12.0,8144179,$28.0,7998860,
$9.99,8353828,$12.0,8040816,$28.0,7998748,
$9.99,8353842,$12.0,8144180,$28.0,7998756,
$9.99,8353832,$12.0,8146753,$28.0,7998766,
$9.99,8356649,$12.0,8146753,$28.0,7998814,
$9.99,8364693,$12.0,8146753,$28.0,7998724,
$9.99,8364693,$12.0,8013207,$28.0,7998752,
$9.99,8364755,$12.0,8161157,$28.0,7998818,
$9.99,8364755,$12.0,8161157,$28.0,7998828,
$9.99,8364755,$12.0,8161157,$28.0,7998721,
$9.99,8364693,$12.0,8161743,$28.0,7998691,
$9.99,8364693,$12.0,8115560,$28.0,7998757,
$9.99,8364693,$12.0,8122627,$28.0,7998733,
$9.99,8364755,$12.0,8166009,$28.0,7998743,
$9.99,8364755,$12.0,8165904,$28.0,7998816,
$9.99,8364693,$12.0,8115525,$28.0,7998812,
$9.99,8364693,$12.0,8115558,$28.0,7998765,
$9.99,8364755,$12.0,8115474,$28.0,7998826,
$9.99,8364693,$12.0,8166013,$28.0,7998729,
$9.99,8364693,$12.0,8166010,$28.0,7998736,
$9.99,8364693,$12.0,8166014,$28.0,7998762,
$9.99,8364755,$12.0,8165909,$28.0,7999372,
$9.99,8364693,$12.0,8166011,$28.0,7998735,
$9.99,8364755,$12.0,8185787,$28.0,7998754,
$9.99,8424236,$12.0,8185794,$28.0,7998809,
$9.99,8424240,$12.0,8185794,$28.0,7998742,
$9.99,8424236,$12.0,8185794,$28.0,7998761,
$9.99,8424240,$12.0,8185792,$28.0,7998807,
$9.99,8424236,$12.0,8185772,$28.0,7998824,
$9.99,8424240,$12.0,8185751,$28.0,7998817,
$9.99,8424240,$12.0,8185794,$28.0,7722562,
$9.99,8424236,$12.0,8185794,$28.0,8016447,
$9.99,8424236,$12.0,8185794,$28.0,8016439,
$9.99,8427228,$12.0,8190673,$28.0,8016898,
$9.99,8428829,$12.0,8190722,$28.0,7595977,
$9.99,8428878,$12.0,8190673,$28.0,8024977,
$9.99,8474747,$12.0,8190722,$28.0,8024976,
$10.0,7665950,$12.0,8190722,$28.0,8027032,
$10.0,7665950,$12.0,8164222,$28.0,8030623,
$10.0,7735178,$12.0,8190673,$28.0,8030623,
$10.0,7735176,$12.0,8190722,$28.0,8030623,
$10.0,7800302,$12.0,8190722,$28.0,8030623,
$10.0,7800260,$12.0,8201589,$28.0,8035240,
$10.0,7800265,$12.0,8201714,$28.0,8035240,
$10.0,7850930,$12.0,8193861,$28.0,8016447,
$10.0,7850930,$12.0,8201589,$28.0,7967723,
$10.0,7850761,$12.0,8201714,$28.0,8044220,
$10.0,7850930,$12.0,8201589,$28.0,8051720,
$10.0,7869056,$12.0,8201589,$28.0,8052080,
$10.0,7883653,$12.0,8201714,$28.0,8052080,
$10.0,7883651,$12.0,8201589,$28.0,8052099,
$10.0,7907116,$12.0,7791575,$28.0,8052080,
$10.0,8055573,$12.0,7832329,$28.0,8053672,
$10.0,8055720,$12.0,8223666,$28.0,8048138,
$10.0,8055585,$12.0,8235450,$28.0,8052099,
$10.0,8055578,$12.0,8235464,$28.0,8052080,
$10.0,7978887,$12.0,8235446,$28.0,8052099,
$10.0,7978884,$12.0,8164237,$28.0,8052051,
$10.0,7978621,$12.0,8237078,$28.0,8052051,
$10.0,7978405,$12.0,8277227,$28.0,8052099,
$10.0,7978756,$12.0,8277233,$28.0,8052099,
$10.0,7978622,$12.0,8277254,$28.0,8053145,
$9.5,8075588,$12.0,8277249,$28.0,8052051,
$9.5,8437542,$12.0,8277226,$28.0,8052051,
$9.5,8437532,$12.0,8277253,$28.0,8052099,
$9.5,8437532,$12.0,8277270,$28.0,8052051,
$9.5,8437542,$12.0,8277231,$28.0,8053672,
$9.5,8437532,$12.0,8277234,$28.0,8054182,
$9.5,8437542,$12.0,8277224,$28.0,8052051,
$9.5,8437532,$12.0,8280539,$28.0,8052080,
$9.5,8437543,$12.0,8287915,$28.0,8052080,
$9.5,8448358,$12.0,8117299,$28.0,8070027,
$9.95,104757,$12.0,8164241,$28.0,8068353,
$10.0,8030580,$12.0,8164222,$28.0,8072545,
$10.0,8068097,$12.0,8164218,$28.0,8070018,
$10.0,8068097,$12.0,8264159,$28.0,8070027,
$10.0,7882397,$12.0,8304682,$28.0,8070017,
$10.0,7882396,$12.0,8304698,$28.0,8068353,
$10.0,8129184,$12.0,8304682,$28.0,8065953,
$10.0,8129181,$12.0,8304698,$28.0,8065952,
$10.0,8129186,$12.0,8304610,$28.0,7933446,
$10.0,8129190,$12.0,8304681,$28.0,8069249,
$10.0,8129185,$12.0,8304681,$28.0,8065832,
$10.0,8118311,$12.0,8304682,$28.0,8070017,
$10.0,8137373,$12.0,8264159,$28.0,8068353,
$10.0,8142200,$12.0,8304682,$28.0,8070018,
$10.0,8165904,$12.0,8304698,$28.0,8070018,
$10.0,8165904,$12.0,8304681,$28.0,8070027,
$10.0,8165930,$12.0,8304681,$28.0,8068353,
$10.0,8185759,$12.0,8304698,$28.0,8070027,
$10.0,8185770,$12.0,8304697,$28.0,8070440,
$10.0,8185730,$12.0,8304698,$28.0,8070018,
$10.0,8185805,$12.0,8304698,$28.0,8070018,
$10.0,8185732,$12.0,8304681,$28.0,8070027,
$10.0,8185768,$12.0,8304682,$28.0,8075441,
$10.0,8185760,$12.0,8264159,$27.99,8237824,
$10.0,8189462,$12.0,8304682,$27.99,8237824,
$10.0,8202169,$12.0,8304698,$27.99,8237824,
$10.0,8223696,$12.0,8304698,$27.99,8237824,
$10.0,8235472,$12.0,8304681,$27.99,8259637,
$10.0,8235461,$12.0,8308129,$27.99,8259637,
$10.0,8235471,$12.0,8312987,$27.99,8275917,
$10.0,8235479,$12.0,8318681,$27.99,8237824,
$10.0,8239128,$12.0,8320246,$27.99,8237824,
$10.0,8068097,$12.0,8320242,$27.99,8237824,
$10.0,8068097,$12.0,8320248,$27.99,8239523,
$10.0,8239128,$12.0,8320239,$27.99,8239523,
$10.0,8240545,$12.0,8185732,$27.99,8237824,
$10.0,8240546,$12.0,8320247,$27.99,8354144,
$10.0,8240544,$12.0,8320251,$27.99,8167842,
$10.0,8254930,$12.0,8321609,$27.99,8409489,
$10.0,8254395,$12.0,8321609,$27.99,8409500,
$10.0,8265183,$12.0,8321593,$27.99,8409489,
$10.0,8265183,$12.0,8326104,$27.99,8409489,
$10.0,8265183,$12.0,8326105,$27.99,8409498,
$10.0,8239128,$12.0,8327085,$27.99,8409502,
$10.0,8239128,$12.0,8144179,$27.99,8410531,
$10.0,8277255,$12.0,8144179,$27.99,8426529,
$10.0,8277225,$12.0,8329560,$27.99,8435737,
$10.0,8277223,$12.0,8329560,$27.99,8435737,
$10.0,8277245,$12.0,8144179,$27.99,8435737,
$10.0,8277252,$12.0,8144180,$27.99,8439709,
$10.0,8277251,$12.0,8144180,$27.99,8216264,
$10.0,8282146,$12.0,8329560,$27.99,8439943,
$10.0,8165904,$12.0,8329560,$27.99,8216263,
$10.0,8068097,$12.0,8144180,$27.99,8439943,
$10.0,8068097,$12.0,8144180,$27.99,8216263,
$10.0,8283854,$12.0,8144179,$27.99,8439709,
$10.0,8306264,$12.0,8329560,$27.99,8216263,
$10.0,8308127,$12.0,8280987,$27.99,8439709,
$10.0,8308128,$12.0,8280987,$27.99,8439709,
$10.0,8308126,$12.0,8337464,$27.99,8216264,
$10.0,8308126,$12.0,8337467,$27.99,8439943,
$10.0,8068097,$12.0,8337480,$27.99,8216264,
$10.0,8239128,$12.0,8337496,$27.99,8439943,
$10.0,8068097,$12.0,8337500,$27.99,8439943,
$10.0,8320250,$12.0,8337480,$27.99,8450593,
$10.0,8320234,$12.0,8337496,$27.99,8450601,
$10.0,8320232,$12.0,8337464,$28.0,7216167,
$10.0,8320231,$12.0,8337496,$28.0,7157869,
$10.0,8320233,$12.0,8337467,$28.0,7253808,
$10.0,8320236,$12.0,8337500,$28.0,7291295,
$10.0,8320245,$12.0,8337480,$28.0,7384324,
$10.0,8320235,$12.0,8337496,$28.0,7237295,
$10.0,8320237,$12.0,8337500,$28.0,7384324,
$10.0,8327080,$12.0,8337463,$28.0,7392070,
$10.0,8348608,$12.0,8337467,$28.0,7392070,
$10.0,8348608,$12.0,8337480,$28.0,7392070,
$10.0,8351487,$12.0,8337500,$28.0,7497791,
$10.0,8351495,$12.0,8337463,$28.0,7535337,
$10.0,8351490,$12.0,8337480,$28.0,7548677,
$10.0,8351490,$12.0,8337496,$28.0,7548668,
$10.0,8351490,$12.0,8337500,$28.0,7548668,
$10.0,8351487,$12.0,8337480,$28.0,7548668,
$10.0,8351495,$12.0,8337496,$28.0,7548666,
$10.0,8351490,$12.0,8337500,$28.0,7548135,
$10.0,8351490,$12.0,8339470,$28.0,7548677,
$10.0,8352197,$12.0,8337464,$28.0,7548666,
$10.0,7882396,$12.0,8337463,$28.0,7548135,
$10.0,7882397,$11.99,8377738,$28.0,7552413,
$10.0,8353901,$11.99,8377738,$28.0,7552413,
$10.0,8353901,$11.99,8377738,$28.0,7583736,
$10.0,8364772,$11.99,8415527,$28.0,7583736,
$10.0,8364637,$11.99,8427227,$28.0,7525636,
$10.0,8364812,$11.99,8426537,$28.0,7586525,
$10.0,8364641,$11.99,8428515,$28.0,7586160,
$10.0,8277274,$11.99,8435079,$28.0,7595977,
$10.0,8364807,$11.99,8435079,$28.0,7595977,
$10.0,8364833,$12.0,7733667,$28.0,7595977,
$10.0,8364763,$12.0,7733666,$28.0,7592334,
$10.0,8364635,$12.0,7740808,$28.0,7592336,
$10.0,8277274,$12.0,7740811,$28.0,7605697,
$10.0,8364635,$12.0,7758522,$28.0,7611491,
,,$12.0,7754382,$28.0,7611491,
,,$12.0,7754080,$28.0,7621346,
,,$12.0,7758522,$28.0,7628426,
,,$12.0,7758522,$28.0,7666384,
,,$12.0,7800263,$28.0,7666384,
,,$12.0,7800261,$28.0,7666385,
,,$12.0,7844565,$28.0,7666385,
,,$12.0,7864451,$28.0,7666656,
,,$12.0,7864461,$28.0,7807216,
,,$12.0,7883646,$28.0,7705155,
,,$12.0,7883649,$28.0,7705155,
,,$12.0,7929505,$28.0,7705155,
,,$12.0,7936182,$28.0,7715854,
,,$12.0,7936183,$28.0,7583736,
,,$12.0,8168412,$28.0,7725430,
,,$12.0,8168412,$28.0,7725430,
,,$12.0,8168412,$28.0,7725430,
,,$12.0,8168439,$28.0,7725716,
,,$12.0,8168439,$28.0,7595977,
,,$12.0,8168432,$28.0,7595977,
,,$12.0,8168432,$28.0,7727076,
,,$12.0,8168412,$28.0,7722562,
,,$12.0,8168438,$28.0,8425822,
,,$12.0,8168438,$28.0,8372288,
,,$12.0,8168412,$28.0,7967723,
,,$12.0,8385514,$28.0,8401453,
,,$12.0,8168412,$28.0,8401453,
,,$12.0,8168432,$28.0,8401454,
,,$12.0,8168432,$28.0,8403356,
,,$12.0,8168438,$28.0,8401851,
,,$12.0,7936188,$28.0,8401851,
,,$12.0,7936199,$28.0,8401851,
,,$12.0,8168412,$28.0,8403335,
,,$12.0,8168439,$28.0,8403358,
,,$12.0,8168432,$28.0,8403351,
,,$12.0,8168439,$28.0,8403861,
,,$12.0,8168432,$28.0,7749024,
,,$12.0,8168412,$28.0,8405498,
,,$12.0,8168412,$28.0,8403335,
,,$12.0,8168439,$28.0,8403356,
,,$12.0,8168439,$28.0,8403855,
,,$12.0,8168432,$28.0,8401454,
,,$12.0,8168412,$28.0,8403351,
,,$12.0,8168438,$28.0,8403335,
,,$12.0,8168438,$28.0,8403358,
,,$12.0,8168438,$28.0,8404208,
,,$12.0,8168438,$28.0,8404232,
,,$12.0,7936201,$28.0,8404259,
,,$12.0,7936186,$28.0,8292102,
,,$12.0,7936186,$28.0,8404586,
,,$12.0,8168412,$28.0,8404259,
,,$12.0,8168439,$28.0,7967723,
,,$12.0,8168412,$28.0,8405516,
,,$12.0,8168432,$28.0,8405517,
,,$12.0,8168439,$28.0,8408174,
,,$12.0,8168438,$28.0,8410470,
,,$12.0,8168432,$28.0,8411531,
,,$12.0,8168438,$28.0,8413307,
,,$12.0,8168439,$28.0,8413327,
,,$12.0,8168438,$28.0,8413327,
,,$12.0,8168412,$28.0,8413327,
,,$12.0,8168412,$28.0,8413327,
,,$12.0,8168432,$28.0,8413327,
,,$12.0,8168432,$28.0,8413506,
,,$12.0,8168438,$28.0,8413521,
,,$12.0,8385514,$28.0,8413521,
,,$12.0,8168439,$28.0,8414272,
,,$12.0,8168439,$28.0,7817524,
,,$12.0,8168439,$28.0,7817524,
,,$12.0,8168432,$28.0,7817524,
,,$12.0,7961258,$28.0,8414461,
,,$12.0,8168439,$28.0,8414541,
,,$12.0,7961258,$28.0,8414999,
,,$12.0,7978604,$28.0,8414999,
,,$12.0,7978565,$28.0,8414999,
,,$12.0,7978557,$28.0,8416998,
,,$12.0,7978624,$28.0,8415491,
,,$12.0,7978848,$28.0,8416921,
,,$12.0,7978623,$28.0,8416928,
,,$12.0,8004308,$28.0,8416936,
,,$12.0,8004309,$28.0,8417252,
,,$12.0,8013207,$28.0,8418373,
,,$12.0,8013207,$28.0,8416928,
,,$12.0,8024998,$28.0,8416987,
,,$12.0,8033791,$28.0,8416984,
,,$12.0,8385514,$28.0,8416999,
,,$12.0,8426224,$28.0,8416744,
,,$12.0,8426223,$28.0,8416744,
,,$12.0,8426222,$28.0,8416929,
,,$12.0,8426223,$28.0,8416921,
,,$12.0,8427439,$28.0,8416921,
,,$12.0,8434903,$28.0,8416929,
,,$12.0,8439618,$28.0,8416744,
,,$12.0,8442605,$28.0,8416928,
,,$12.0,8442605,$28.0,8416987,
,,$12.0,8442605,$28.0,8416998,
,,$12.0,8449374,$28.0,8416936,
,,$12.0,8449371,$28.0,8416929,
,,$12.0,8449372,$28.0,8416936,
,,$12.0,8449373,$28.0,8417886,
,,$12.0,8450827,$28.0,8416999,
,,$12.0,8450828,$28.0,8416999,
,,$12.0,8450829,$28.0,8189777,
,,$12.0,8456643,$28.0,8416984,
,,$12.0,8456643,$28.0,8417249,
,,$12.0,8456643,$28.0,8417252,
,,$12.0,8456643,$28.0,8417254,
,,$12.0,8456643,$28.0,7925350,
,,$12.0,8456643,$28.0,7666483,
,,$12.0,8457680,$28.0,8418369,
,,$12.0,8457680,$28.0,7666385,
,,$12.0,8457680,$28.0,8418373,
,,$12.0,8457680,$28.0,8421835,
,,$12.0,8457680,$28.0,8418369,
,,$12.0,8409366,$28.0,8417886,
,,$12.0,8409366,$28.0,8421868,
,,$12.0,8399775,$28.0,8421868,
,,$12.0,8401737,$28.0,8421867,
,,$12.0,8409366,$28.0,8421869,
,,$12.0,8401737,$28.0,8421869,
,,$12.0,8467944,$28.0,8421867,
,,$12.0,8472662,$28.0,8421894,
,,$12.0,8399605,$28.0,7722562,
,,$12.0,8472665,$28.0,7734733,
,,$12.0,8472665,$28.0,7737059,
,,$12.0,8472665,$28.0,7742630,
,,$12.0,8472662,$28.0,7742631,
,,$12.0,8399605,$28.0,7628426,
,,$12.0,8472662,$28.0,7749024,
,,$12.0,8399616,$28.0,7749024,
,,$12.0,8399616,$28.0,7766537,
,,$12.0,8401760,$28.0,7725716,
,,$12.0,8493011,$28.0,7769616,
,,$12.0,8164222,$28.0,7784847,
,,$12.0,8164241,$28.0,7797106,
,,$12.0,8164218,$28.0,7798679,
,,$12.0,8235448,$28.0,7797091,
,,$12.0,8235468,$28.0,7797106,
,,$12.0,8235460,$28.0,7798679,
,,$12.0,8235447,$28.0,7798679,
,,$12.0,8235449,$28.0,7810318,
,,$12.0,8235451,$28.0,7797091,
,,$12.0,8240577,$28.0,7797106,
,,$12.0,8240587,$28.0,7799364,
,,$12.0,8240576,$28.0,7821614,
,,$12.0,8240569,$28.0,7807216,
,,$12.0,8253226,$28.0,7821186,
,,$12.0,7913043,$28.0,7817987,
,,$12.0,8253226,$28.0,7821614,
,,$12.0,8250693,$28.0,7666385,
,,$12.0,8250693,$28.0,7836112,
,,$12.0,8250693,$28.0,7821186,
,,$12.0,8250693,$28.0,7836122,
,,$12.0,8250693,$28.0,7836101,
,,$12.0,8250693,$28.0,7666384,
,,$12.0,8250693,$28.0,7592336,
,,$12.0,8250693,$28.0,7836101,
,,$12.0,8253226,$28.0,7857221,
,,$12.0,8253226,$28.0,7856424,
,,$12.0,8250693,$28.0,7856443,
,,$12.0,8250693,$28.0,7857221,
,,$12.0,8256256,$28.0,7867500,
,,$12.0,8256256,$28.0,7871302,
,,$12.0,8256256,$28.0,7867500,
,,$12.0,8260583,$28.0,7867500,
,,$12.0,8260583,$28.0,7867500,
,,$12.0,8260734,$28.0,7998008,
,,$12.0,8260748,$28.0,7871302,
,,$12.0,8260748,$28.0,7869102,
,,$12.0,8260748,$28.0,7871302,
,,$12.0,8260827,$28.0,7876731,
,,$12.0,8260823,$28.0,7876731,
,,$12.0,8260583,$28.0,7876731,
,,$12.0,8260750,$28.0,7592334,
,,$12.0,8260749,$28.0,7883202,
,,$12.0,8260733,$28.0,7903556,
,,$12.0,8260747,$28.0,7909854,
,,$12.0,8260749,$28.0,7915896,
,,$12.0,8260747,$28.0,7923305,
,,$12.0,8260826,$28.0,7925346,
,,$12.0,8260825,$28.0,7923305,
,,$12.0,8260825,$28.0,7925350,
,,$12.0,8260733,$28.0,7934285,
,,$12.0,8260747,$28.0,7930666,
,,$12.0,8260750,$28.0,7934270,
,,$12.0,8260583,$28.0,7935786,
,,$12.0,8260823,$28.0,7939315,
,,$12.0,8260823,$28.0,7942087,
,,$12.0,8260733,$28.0,7923212,
,,$12.0,8260747,$28.0,7923215,
,,$12.0,8260748,$28.0,7923215,
,,$12.0,8260747,$28.0,7923215,
,,$12.0,8260749,$28.0,7923215,
,,$12.0,8260825,$28.0,7923215,
,,$12.0,8260826,$28.0,7956836,
,,$12.0,8260825,$28.0,7923212,
,,$12.0,8260824,$28.0,7923215,
,,$12.0,8260583,$28.0,7923212,
,,$12.0,8260748,$28.0,7923212,
,,$12.0,8260747,$28.0,7923212,
,,$12.0,8260826,$28.0,7972095,
,,$12.0,8260824,$28.0,7595977,
,,$12.0,8265171,$28.0,7972095,
,,$12.0,8264631,$28.0,7856424,
,,$12.0,8264631,$28.0,7856410,
,,$12.0,8264631,$28.0,7998737,
,,$12.0,8057801,$28.0,7998750,
,,$12.0,8265171,$28.0,7998821,
,,$12.0,8075802,$28.0,7996156,
,,$12.0,8264631,$28.0,7998723,
,,$12.0,8057801,$28.0,7998728,
,,$12.0,8266857,$28.0,7998820,
,,$12.0,8265171,$28.0,7998746,
,,$12.0,8266857,$28.0,7998739,
,,$12.0,8272333,$28.0,7998720,
,,$12.0,8004308,$28.0,7998727,
,,$12.0,8004308,$28.0,7998747,
,,$12.0,8272333,$28.0,7998722,
,,$12.0,8272333,$28.0,7998811,
,,$12.0,8280985,$28.0,7998827,
,,$12.0,8280985,$28.0,7998810,
,,$12.0,8280985,$28.0,7807216,
,,$12.0,8280985,$27.5,7682938,
,,$12.0,7936186,$27.5,7682938,
,,$12.0,8280987,$27.5,7708097,
,,$12.0,8280987,$27.5,7708136,
,,$12.0,8280987,$27.5,7666037,
,,$12.0,8276607,$27.5,7666037,
,,$12.0,8276606,$27.5,7666038,
,,$12.0,8277228,$27.5,7817974,
,,$12.0,8276607,$27.5,7817974,
,,$12.0,8277232,$27.5,8077697,
,,$12.0,8277208,$27.5,8077694,
,,$12.0,8385514,$27.5,8077706,
,,$12.0,8385514,$27.5,8125666,
,,$12.0,8385514,$27.5,8181462,
,,$12.0,8385514,$27.5,8258255,
,,$12.0,8385514,$27.5,8258572,
,,$12.0,8385514,$27.5,8258572,
,,$12.0,8385514,$27.5,8258573,
,,$12.0,8385514,$27.5,8258573,
,,$12.0,8385514,$27.5,8258572,
,,$12.0,8385514,$27.5,8258573,
,,$12.0,8385514,$27.5,8375936,
,,$12.0,8385514,$27.5,8418985,
,,$12.0,8385514,$27.5,8258572,
,,$12.0,8385514,$27.5,8419611,
,,$12.0,8385514,$27.5,8419611,
,,$12.0,8385514,$27.5,8418998,
,,$12.0,8385514,$27.5,8418985,
,,$12.0,8385514,$27.5,8418998,
,,$12.0,8385514,$27.5,8419611,
,,$12.0,8385514,$27.5,8419611,
,,$12.0,8385514,$27.5,8423784,
,,$12.0,8385514,$27.5,8423784,
,,$12.0,8385514,$27.5,8423784,
,,$12.0,8264631,$27.5,8423784,
,,$12.0,8264159,$27.5,8423784,
,,$12.0,8069387,$27.5,8468655,
,,$12.0,8261695,$27.5,8468605,
,,$12.0,8069389,$27.5,8468679,
,,$12.0,8069389,$27.5,8468655,
,,$12.0,8069389,$27.5,8468688,
,,$12.0,8069387,$27.5,8468681,
,,$12.0,8261695,$27.9,7983212,
,,$12.0,8271890,$27.9,7983211,
,,$12.0,8271890,$27.95,7780735,
,,$12.0,8395259,$27.95,8192546,
,,$12.0,8201714,$27.95,8262960,
,,$12.0,8399605,$27.95,8262987,
,,$12.0,8201714,$27.95,8262960,
,,$12.0,8381505,$27.95,8262960,
,,$12.0,8201589,$27.95,8262987,
,,$12.0,8201714,$27.95,8287711,
,,$12.0,8399605,$27.95,8287711,
,,$12.0,8201589,$27.95,8287711,
,,$12.0,8201589,$27.95,8287711,
,,$12.0,8399605,$27.95,8292821,
,,$12.0,8399616,$27.95,8292821,
,,$12.0,8399616,$27.95,8169949,
,,$12.0,8399605,$27.95,8171416,
,,$12.0,8399616,$27.95,8171416,
,,$12.0,8255148,$27.95,8395724,
,,$12.0,8401765,$27.95,8395737,
,,$12.0,8340460,$27.95,8395737,
,,$12.0,8255148,$27.95,8395737,
,,$12.0,8340460,$27.95,8287711,
,,$12.0,8340460,$27.95,8287711,
,,$12.0,8401760,$27.95,8287711,
,,$12.0,8340460,$27.95,8287711,
,,$12.0,8340460,$27.95,8468687,
,,$12.0,8401760,$27.95,8468687,
,,$12.0,8401765,$27.99,7267535,
,,$12.0,8340460,$27.99,7293538,
,,$12.0,8402595,$27.99,7267535,
,,$12.0,8403121,$27.99,7267535,
,,$12.0,8268417,$27.99,7267535,
,,$12.0,8248794,$27.99,7267535,
,,$12.0,8408499,$27.99,7692462,
,,$12.0,8408919,$27.99,7692465,
,,$12.0,8248791,$27.99,7692538,
,,$12.0,8248791,$27.99,7683691,
,,$12.0,8409284,$27.99,7705866,
,,$12.0,8409294,$27.99,7267535,
,,$12.0,8409286,$27.99,8076189,
