~$6,,~$8,,~$36,,
,,,,$39.0,8055594,
,,,,$39.0,8055597,
,,,,$39.0,7873143,
,,,,$39.0,8070260,
,,,,$39.0,8056463,
,,,,$39.0,8075626,
,,,,$39.0,8070539,
,,,,$39.0,8070503,
,,,,$39.0,8075593,
,,,,$39.0,8084512,
,,,,$39.0,8078342,
,,,,$39.0,8078716,
,,,,$39.0,8078339,
,,,,$39.0,8078716,
,,,,$39.0,8078729,
,,,,$39.0,8066084,
,,,,$39.0,8078729,
,,,,$39.0,8078729,
,,,,$39.0,8080932,
,,,,$39.0,8084513,
,,,,$39.0,8084513,
,,,,$39.0,8084513,
,,,,$39.0,8084512,
,,,,$39.0,8084513,
,,,,$39.0,8085245,
,,,,$39.0,8084513,
,,,,$39.0,8085937,
,,,,$39.0,8085937,
,,,,$39.0,8085937,
,,,,$39.0,8084513,
,,,,$39.0,8070260,
,,,,$39.0,8085937,
,,,,$39.0,8085245,
,,,,$39.0,8085937,
,,,,$39.0,8075593,
,,,,$39.0,8070436,
,,,,$39.0,8078729,
,,,,$39.0,8084513,
,,,,$39.0,7761534,
,,,,$39.0,8098433,
,,,,$39.0,8125662,
,,,,$39.0,7850797,
,,,,$39.0,7945651,
,,,,$39.0,8132288,
,,,,$39.0,7834550,
,,,,$39.0,8134651,
,,,,$39.0,8126674,
,,,,$39.0,8134656,
,,,,$39.0,7695897,
,,,,$39.0,8134651,
,,,,$39.0,8134656,
,,,,$39.0,8136484,
,,,,$39.0,8136512,
,,,,$39.0,8136484,
,,,,$39.0,8136512,
,,,,$39.0,8138393,
,,,,$39.0,8096556,
,,,,$39.0,8123705,
,,,,$39.0,8151139,
,,,,$39.0,8145789,
,,,,$39.0,8145475,
,,,,$39.0,7909884,
,,,,$39.0,8168739,
,,,,$39.0,8168739,
,,,,$39.0,8168739,
,,,,$39.0,8182621,
,,,,$39.0,8182621,
,,,,$39.0,8191222,
,,,,$39.0,8198307,
,,,,$39.0,8193892,
,,,,$38.5,7889441,
,,,,$38.5,7975803,
,,,,$38.5,8381933,
,,,,$38.5,8398194,
,,,,$38.5,8398194,
,,,,$38.5,8398194,
,,,,$38.5,8398194,
,,,,$38.5,8469524,
,,,,$38.85,8324801,
,,,,$38.85,7436987,
,,,,$38.95,7426131,
,,,,$38.95,7426131,
,,,,$38.95,7426131,
,,,,$38.95,7426131,
,,,,$38.95,7426131,
,,,,$38.95,8177362,
,,,,$38.95,8177362,
,,,,$38.95,7426131,
,,,,$38.95,8324254,
,,,,$38.95,8324254,
,,,,$38.95,7426131,
,,,,$38.97,7481428,
,,,,$38.97,7481429,
,,,,$38.97,7481429,
,,,,$38.97,7694823,
,,,,$38.97,7694825,
,,,,$38.97,8008795,
,,,,$38.97,8008795,
,,,,$38.97,8435010,
,,,,$38.97,8435047,
,,,,$38.97,8435048,
,,,,$38.97,8435047,
,,,,$38.97,8435010,
,,,,$38.97,8435048,
,,,,$38.97,8435010,
,,,,$38.97,8435010,
,,,,$38.97,8435047,
,,,,$38.97,8435048,
,,,,$38.97,8435047,
,,,,$38.99,8308214,
,,,,$38.99,8308214,
,,,,$38.99,8442036,
,,,,$38.99,8296406,
,,,,$38.99,8442036,
,,,,$38.99,8308214,
,,,,$38.99,8296730,
,,,,$38.99,8296730,
,,,,$38.99,7577482,
,,,,$38.99,7577482,
,,,,$38.99,8420482,
,,,,$38.99,8420503,
,,,,$38.99,8420482,
,,,,$38.99,8420485,
,,,,$38.99,8420503,
,,,,$38.99,8420503,
,,,,$38.99,8420503,
,,,,$39.0,7289273,
,,,,$39.0,7359091,
,,,,$39.0,7354769,
,,,,$39.0,7359091,
,,,,$39.0,7615151,
,,,,$39.0,7442984,
,,,,$39.0,7442984,
,,,,$39.0,7442984,
,,,,$39.0,7446749,
,,,,$39.0,7467370,
,,,,$39.0,7467370,
,,,,$39.0,7442984,
,,,,$39.0,7865418,
,,,,$39.0,7593290,
,,,,$39.0,7621360,
,,,,$39.0,7620859,
,,,,$39.0,7681852,
,,,,$39.0,7219461,
,,,,$39.0,7593290,
,,,,$39.0,7695897,
,,,,$39.0,7695897,
,,,,$39.0,7729201,
,,,,$39.0,7758732,
,,,,$39.0,7761884,
,,,,$39.0,7771970,
,,,,$39.0,7771970,
,,,,$39.0,7777171,
,,,,$39.0,7809806,
,,,,$39.0,7834550,
,,,,$39.0,7834550,
,,,,$39.0,7850797,
,,,,$39.0,7859451,
,,,,$39.0,7865418,
,,,,$39.0,7873143,
,,,,$39.0,7909884,
,,,,$39.0,7919574,
,,,,$39.0,7919573,
,,,,$39.0,7442984,
,,,,$39.0,7945651,
,,,,$39.0,7865418,
,,,,$39.0,7948248,
,,,,$39.0,7961115,
,,,,$39.0,7945651,
,,,,$39.0,7948248,
,,,,$39.0,8326092,
,,,,$39.0,8327584,
,,,,$39.0,8245280,
,,,,$39.0,8245280,
,,,,$39.0,8333784,
,,,,$39.0,8318655,
,,,,$39.0,8340583,
,,,,$39.0,8342144,
,,,,$39.0,8342144,
,,,,$39.0,8343618,
,,,,$39.0,8344535,
,,,,$39.0,8343618,
,,,,$39.0,8344444,
,,,,$39.0,8344535,
,,,,$39.0,8345582,
,,,,$39.0,8085937,
,,,,$39.0,8345582,
,,,,$39.0,8348014,
,,,,$39.0,8348006,
,,,,$39.0,8348872,
,,,,$39.0,8348872,
,,,,$39.0,8348872,
,,,,$39.0,8348907,
,,,,$39.0,8348872,
,,,,$39.0,7660748,
,,,,$39.0,7660748,
,,,,$39.0,8169189,
,,,,$39.0,8351067,
,,,,$39.0,8352024,
,,,,$39.0,8352018,
,,,,$39.0,8352018,
,,,,$39.0,8352103,
,,,,$39.0,8352103,
,,,,$39.0,8352852,
,,,,$39.0,8353056,
,,,,$39.0,8355215,
,,,,$39.0,8355271,
,,,,$39.0,8354131,
,,,,$39.0,8354131,
,,,,$39.0,7724239,
,,,,$39.0,7724239,
,,,,$39.0,8294522,
,,,,$39.0,8355840,
,,,,$39.0,8355271,
,,,,$39.0,8355880,
,,,,$39.0,8355840,
,,,,$39.0,8355880,
,,,,$39.0,7724239,
,,,,$39.0,8208989,
,,,,$39.0,8126674,
,,,,$39.0,8208989,
,,,,$39.0,8126674,
,,,,$39.0,8355215,
,,,,$39.0,8355272,
,,,,$39.0,8355215,
,,,,$39.0,8126674,
,,,,$39.0,8355272,
,,,,$39.0,8355827,
,,,,$39.0,7724239,
,,,,$39.0,8355880,
,,,,$39.0,8294522,
,,,,$39.0,8126674,
,,,,$39.0,8284569,
,,,,$39.0,8361158,
,,,,$39.0,8361160,
,,,,$39.0,8363121,
,,,,$39.0,8363809,
,,,,$39.0,8363810,
,,,,$39.0,8363899,
,,,,$39.0,8363122,
,,,,$39.0,8363807,
,,,,$39.0,8363669,
,,,,$39.0,8363809,
,,,,$39.0,8369130,
,,,,$39.0,8369130,
,,,,$39.0,8368417,
,,,,$39.0,8368361,
,,,,$39.0,8368361,
,,,,$39.0,8368417,
,,,,$39.0,8368417,
,,,,$39.0,8369130,
,,,,$39.0,8370691,
,,,,$39.0,8371680,
,,,,$39.0,8114896,
,,,,$39.0,8371680,
,,,,$39.0,8371680,
,,,,$39.0,8369187,
,,,,$39.0,8374352,
,,,,$39.0,8375622,
,,,,$39.0,8375765,
,,,,$39.0,8379391,
,,,,$39.0,8380599,
,,,,$39.0,8379451,
,,,,$39.0,8380263,
,,,,$39.0,8380268,
,,,,$39.0,8380345,
,,,,$39.0,8380347,
,,,,$39.0,8380343,
,,,,$39.0,8380266,
,,,,$39.0,8380600,
,,,,$39.0,8191222,
,,,,$39.0,8198305,
,,,,$39.0,8193892,
,,,,$39.0,8202345,
,,,,$39.0,8198308,
,,,,$39.0,7761534,
,,,,$39.0,8075626,
,,,,$39.0,8075626,
,,,,$39.0,8208989,
,,,,$39.0,8220547,
,,,,$39.0,8141665,
,,,,$39.0,8220547,
,,,,$39.0,8223554,
,,,,$39.0,8126674,
,,,,$39.0,8126674,
,,,,$39.0,8237788,
,,,,$39.0,8242567,
,,,,$39.0,8243187,
,,,,$39.0,8243366,
,,,,$39.0,8243964,
,,,,$39.0,8245280,
,,,,$39.0,7782436,
,,,,$39.0,8251580,
,,,,$39.0,8255001,
,,,,$39.0,8264421,
,,,,$39.0,8267148,
,,,,$39.0,8273068,
,,,,$39.0,8268723,
,,,,$39.0,8268681,
,,,,$39.0,8268723,
,,,,$39.0,8268723,
,,,,$39.0,8268731,
,,,,$39.0,7436987,
,,,,$39.0,7436987,
,,,,$39.0,8276242,
,,,,$39.0,7436987,
,,,,$39.0,8271719,
,,,,$39.0,8272674,
,,,,$39.0,7724239,
,,,,$39.0,8273069,
,,,,$39.0,8272674,
,,,,$39.0,8272682,
,,,,$39.0,8272682,
,,,,$39.0,8273069,
,,,,$39.0,8272674,
,,,,$39.0,8276243,
,,,,$39.0,8276242,
,,,,$39.0,8276243,
,,,,$39.0,8282145,
,,,,$39.0,8281339,
,,,,$39.0,8284832,
,,,,$39.0,8284832,
,,,,$39.0,8284839,
,,,,$39.0,8284849,
,,,,$39.0,8288080,
,,,,$39.0,8287628,
,,,,$39.0,8287766,
,,,,$39.0,8287766,
,,,,$39.0,8289849,
,,,,$39.0,8292193,
,,,,$39.0,8295441,
,,,,$39.0,8295430,
,,,,$39.0,8295431,
,,,,$39.0,8295432,
,,,,$39.0,8296989,
,,,,$39.0,8296989,
,,,,$39.0,8297005,
,,,,$39.0,8134807,
,,,,$39.0,8134807,
,,,,$39.0,8303283,
,,,,$39.0,8208842,
,,,,$39.0,8227764,
,,,,$39.0,8227764,
,,,,$39.0,8312680,
,,,,$39.0,8312680,
,,,,$39.0,8227764,
,,,,$39.0,8312183,
,,,,$39.0,8316767,
,,,,$39.0,8316767,
,,,,$39.0,8318065,
,,,,$39.0,8318656,
,,,,$39.0,8318655,
,,,,$39.0,8140816,
,,,,$39.0,7961115,
,,,,$39.0,7680752,
,,,,$39.0,8134655,
,,,,$39.0,7961115,
,,,,$39.0,7680752,
,,,,$39.0,7680752,
,,,,$39.0,7761534,
,,,,$39.0,8323001,
,,,,$39.0,8322948,
,,,,$39.0,8139911,
,,,,$39.0,8326046,
,,,,$39.0,8326047,
,,,,$39.0,8326046,
,,,,$39.0,8326047,
,,,,$39.0,8326046,
,,,,$39.0,8326092,
,,,,$39.0,8326047,
,,,,$38.5,7832278,

~$4,,~$21,,~$25,,
$3.99,8232066,$21.0,7983215,$24.95,8203910,
$3.99,8314215,$21.0,7978945,$24.95,7907943,
$4.0,8435631,$21.0,7983206,$24.95,8287209,
,,$21.0,8004995,$24.95,8287214,
,,$21.0,8005008,$24.95,8287209,
,,$21.0,8030624,$24.95,8287209,
,,$21.0,8030624,$24.95,8292408,
,,$21.0,8030624,$24.95,8312607,
,,$21.0,8055603,$24.95,8312612,
,,$21.0,8090242,$24.95,8319723,
,,$21.0,8153223,$24.95,8334491,
,,$21.0,8153224,$24.95,8342966,
,,$21.0,8153235,$24.95,8342967,
,,$21.0,8153224,$24.95,8343594,
,,$21.0,8163657,$24.95,8342967,
,,$21.0,8163657,$24.95,8342966,
,,$21.0,8187544,$24.95,8343591,
,,$21.0,8187546,$24.95,8342967,
,,$21.0,8187549,$24.95,8342966,
,,$21.0,8187554,$24.95,8343591,
,,$21.0,8187556,$24.95,8342967,
,,$21.0,8187550,$24.95,8343594,
,,$21.0,8219659,$24.95,8343591,
,,$21.0,8219689,$24.95,8354145,
,,$21.0,8219657,$24.95,8372705,
,,$21.0,8219658,$24.95,8372705,
,,$21.0,8219691,$24.95,8372705,
,,$21.0,8219715,$24.95,8372705,
,,$21.0,8224109,$24.95,8372705,
,,$21.0,8224109,$24.95,8374341,
,,$21.0,7865425,$24.95,8374341,
,,$21.0,8238218,$24.95,8374341,
,,$21.0,8240321,$24.95,8374341,
,,$21.0,8255172,$24.95,7751486,
,,$21.0,8255172,$24.95,7751485,
,,$21.0,8255172,$24.95,7751485,
,,$21.0,8255172,$24.95,8375188,
,,$21.0,8280875,$24.95,8375188,
,,$21.0,8294109,$24.95,8161690,
,,$21.0,8302531,$24.95,8161690,
,,$21.0,8302497,$24.95,8161690,
,,$21.0,8302492,$24.95,7751486,
,,$21.0,8302497,$24.95,7751485,
,,$21.0,8302531,$24.95,7751486,
,,$21.0,8302495,$24.95,7751486,
,,$21.0,8302492,$24.95,8375188,
,,$21.0,8304009,$24.95,7751485,
,,$21.0,8304013,$24.95,8161690,
,,$21.0,8306637,$24.95,8375632,
,,$21.0,8306637,$24.95,8375632,
,,$21.0,8353432,$24.95,8375647,
,,$21.0,8353429,$24.95,8375644,
,,$21.0,8375619,$24.95,8375647,
,,$21.0,7646788,$24.95,8375722,
,,$21.0,8395085,$24.95,8375632,
,,$21.0,8395618,$24.95,8375743,
,,$21.0,8395618,$24.95,8375751,
,,$21.0,8397885,$24.95,8375647,
,,$21.0,8401300,$24.95,8375640,
,,$21.0,8401300,$24.95,8375640,
,,$21.0,8432605,$24.95,8375722,
,,$21.0,8432607,$24.95,8375640,
,,$21.0,8055603,$24.95,8375644,
,,$21.0,8450653,$24.95,8375644,
,,$21.0,8450656,$24.95,8375746,
,,$21.0,8450653,$24.95,8375651,
,,$21.0,8450656,$24.95,8375722,
,,$21.0,8450656,$24.95,8375743,
,,$21.0,8450653,$24.95,8375751,
,,$21.0,8413949,$24.95,8375722,
,,$21.0,8481735,$24.95,8375644,
,,$21.25,8419613,$24.95,8375651,
,,$21.25,8419613,$24.95,8375746,
,,$21.25,8419613,$24.95,8375746,
,,$20.95,7691884,$24.95,8376578,
,,$20.95,8077390,$24.95,8376578,
,,$20.95,8077384,$24.95,8378843,
,,$20.95,8077362,$24.95,8389644,
,,$20.95,8125696,$24.95,8390299,
,,$20.95,8157021,$24.95,8456046,
,,$20.95,8163144,$24.95,8456046,
,,$20.95,8206041,$24.95,8453373,
,,$20.95,8283374,$24.95,8453373,
,,$20.95,8283379,$24.95,8453373,
,,$20.95,8375295,$24.95,8453375,
,,$20.95,7691884,$24.95,8453375,
,,$20.95,8157021,$24.95,8397073,
,,$20.95,7691884,$24.95,8397073,
,,$20.95,8157021,$24.95,8397073,
,,$20.95,7691884,$24.95,8465010,
,,$20.95,7691884,$24.95,8465014,
,,$20.95,8157021,$24.95,8465014,
,,$20.96,8167106,$24.95,8465014,
,,$20.99,7748271,$24.95,8465454,
,,$20.99,7748271,$24.95,8494839,
,,$20.99,7748271,$24.95,8494838,
,,$20.99,8217341,$24.95,8494836,
,,$20.99,8415252,$24.95,8494837,
,,$20.99,8415252,$24.96,8167080,
,,$20.99,8415252,$24.96,8167079,
,,$20.99,8415252,$25.0,8380276,
,,$20.99,8474687,$25.0,8380602,
,,$21.0,7522777,$25.0,8382422,
,,$21.0,7712785,$25.0,8379304,
,,$21.0,7712785,$25.0,8284861,
,,$21.0,7781490,$25.0,8379394,
,,$21.0,7781490,$25.0,8380277,
,,$21.0,7826185,$25.0,8380598,
,,$21.0,7826193,$25.0,8382005,
,,$21.0,7831600,$25.0,8284861,
,,$21.0,7865425,$25.0,8383413,
,,$21.0,7865425,$25.0,8382005,
,,$21.0,7929528,$25.0,8384472,
,,$21.0,7978945,$25.0,8385238,
,,$21.0,7978945,$25.0,8385238,
,,$21.0,7978945,$25.0,8384472,
,,,,$25.0,8108316,
,,,,$25.0,7903560,
,,,,$25.0,7903560,
,,,,$25.0,7903560,
,,,,$25.0,8280486,
,,,,$25.0,8385732,
,,,,$25.0,8280486,
,,,,$25.0,8385794,
,,,,$25.0,8385794,
,,,,$25.0,8385794,
,,,,$25.0,8385794,
,,,,$25.0,8385800,
,,,,$25.0,8385800,
,,,,$25.0,8385800,
,,,,$25.0,8385809,
,,,,$25.0,8264630,
,,,,$25.0,8005001,
,,,,$25.0,8386139,
,,,,$25.0,8386139,
,,,,$25.0,8386387,
,,,,$25.0,8386387,
,,,,$25.0,8386416,
,,,,$25.0,8386433,
,,,,$25.0,8386416,
,,,,$25.0,8300761,
,,,,$25.0,8300761,
,,,,$25.0,8389753,
,,,,$25.0,7745316,
,,,,$25.0,8389629,
,,,,$25.0,8389753,
,,,,$25.0,7531128,
,,,,$25.0,8317490,
,,,,$25.0,8393546,
,,,,$25.0,8393524,
,,,,$25.0,8394002,
,,,,$25.0,8394019,
,,,,$25.0,8394017,
,,,,$25.0,8394024,
,,,,$25.0,8258093,
,,,,$25.0,8394016,
,,,,$25.0,8393515,
,,,,$25.0,8393494,
,,,,$25.0,8393547,
,,,,$25.0,8394014,
,,,,$25.0,8394023,
,,,,$25.0,8393674,
,,,,$25.0,8393512,
,,,,$25.0,8393545,
,,,,$25.0,8259056,
,,,,$25.0,8394519,
,,,,$25.0,8394517,
,,,,$25.0,8394499,
,,,,$25.0,8394015,
,,,,$25.0,8394023,
,,,,$25.0,8394107,
,,,,$25.0,8394501,
,,,,$25.0,8258093,
,,,,$25.0,8395027,
,,,,$25.0,8259056,
,,,,$25.0,8395026,
,,,,$25.0,7762959,
,,,,$25.0,8396127,
,,,,$25.0,8396127,
,,,,$25.0,8396025,
,,,,$25.0,8396458,
,,,,$25.0,8396127,
,,,,$25.0,8396127,
,,,,$25.0,8396456,
,,,,$25.0,8396457,
,,,,$25.0,8397837,
,,,,$25.0,8397837,
,,,,$25.0,8397837,
,,,,$25.0,8397837,
,,,,$25.0,8397837,
,,,,$25.0,8399774,
,,,,$25.0,8401360,
,,,,$25.0,8255113,
,,,,$25.0,8401610,
,,,,$25.0,8255113,
,,,,$25.0,8401361,
,,,,$25.0,8401360,
,,,,$25.0,8255138,
,,,,$25.0,8401491,
,,,,$25.0,8401610,
,,,,$25.0,8351712,
,,,,$25.0,8351508,
,,,,$25.0,7552815,
,,,,$25.0,8351253,
,,,,$25.0,8351682,
,,,,$25.0,8352207,
,,,,$25.0,8351252,
,,,,$25.0,8351252,
,,,,$25.0,8351253,
,,,,$25.0,8351253,
,,,,$25.0,8351508,
,,,,$25.0,8351508,
,,,,$25.0,8351508,
,,,,$25.0,8351712,
,,,,$25.0,8351893,
,,,,$25.0,8351890,
,,,,$25.0,8352206,
,,,,$25.0,8352397,
,,,,$25.0,8352206,
,,,,$25.0,8352206,
,,,,$25.0,8352397,
,,,,$25.0,8352397,
,,,,$25.0,8352397,
,,,,$25.0,8352397,
,,,,$25.0,8353314,
,,,,$25.0,8353920,
,,,,$25.0,8355456,
,,,,$25.0,8353948,
,,,,$25.0,8355456,
,,,,$25.0,8355456,
,,,,$25.0,8356655,
,,,,$25.0,8356690,
,,,,$25.0,8356676,
,,,,$25.0,8356271,
,,,,$25.0,8355456,
,,,,$25.0,8356687,
,,,,$25.0,8177420,
,,,,$25.0,8357529,
,,,,$25.0,8177420,
,,,,$25.0,8357529,
,,,,$25.0,8177420,
,,,,$25.0,8357529,
,,,,$25.0,8177420,
,,,,$25.0,8357461,
,,,,$25.0,8177420,
,,,,$25.0,8359626,
,,,,$25.0,8294230,
,,,,$25.0,8359883,
,,,,$25.0,8294230,
,,,,$25.0,8294230,
,,,,$25.0,8360087,
,,,,$25.0,8360227,
,,,,$25.0,8360237,
,,,,$25.0,8360227,
,,,,$25.0,8361271,
,,,,$25.0,7805085,
,,,,$25.0,8317272,
,,,,$25.0,8362117,
,,,,$25.0,8362440,
,,,,$25.0,8362440,
,,,,$25.0,8362440,
,,,,$25.0,8363595,
,,,,$25.0,8308072,
,,,,$25.0,8308072,
,,,,$25.0,8308072,
,,,,$25.0,8308072,
,,,,$25.0,8308072,
,,,,$25.0,8369534,
,,,,$25.0,8369534,
,,,,$25.0,8369534,
,,,,$25.0,8369534,
,,,,$25.0,8369534,
,,,,$25.0,8370128,
,,,,$25.0,7903560,
,,,,$25.0,8108316,
,,,,$25.0,8372594,
,,,,$25.0,8372594,
,,,,$25.0,8372594,
,,,,$25.0,8372594,
,,,,$25.0,7869325,
,,,,$25.0,8373683,
,,,,$25.0,8373683,
,,,,$25.0,8373683,
,,,,$25.0,8373677,
,,,,$25.0,8373677,
,,,,$25.0,8373677,
,,,,$25.0,8374898,
,,,,$25.0,8376574,
,,,,$25.0,8376574,
,,,,$25.0,8376575,
,,,,$25.0,8379370,
,,,,$25.0,8379253,
,,,,$25.0,8379452,
,,,,$25.0,8379342,
,,,,$25.0,8379377,
,,,,$25.0,8379394,
,,,,$25.0,8379337,
,,,,$25.0,8379394,
,,,,$25.0,8379377,
,,,,$25.0,8380282,
,,,,$24.99,8415252,
,,,,$24.99,8417110,
,,,,$24.99,8417116,
,,,,$24.99,8417116,
,,,,$24.99,8417116,
,,,,$24.99,8417116,
,,,,$24.99,8426539,
,,,,$24.99,8428524,
,,,,$24.99,8428583,
,,,,$24.99,8428511,
,,,,$24.99,8428580,
,,,,$24.99,8428783,
,,,,$24.99,8431448,
,,,,$24.99,8436119,
,,,,$24.99,8436124,
,,,,$24.99,8436119,
,,,,$24.99,8439671,
,,,,$24.99,8439670,
,,,,$24.99,8439670,
,,,,$24.99,8439684,
,,,,$24.99,8439853,
,,,,$24.99,8439853,
,,,,$24.99,8083351,
,,,,$24.99,8449178,
,,,,$24.99,8449221,
,,,,$24.99,8449216,
,,,,$24.99,8449236,
,,,,$24.99,8449229,
,,,,$24.99,8449218,
,,,,$24.99,8449234,
,,,,$24.99,8446065,
,,,,$24.99,8449177,
,,,,$24.99,8449226,
,,,,$24.99,8449230,
,,,,$24.99,8449227,
,,,,$24.99,8449213,
,,,,$24.99,8449224,
,,,,$24.99,8446065,
,,,,$24.99,8446065,
,,,,$24.99,7873829,
,,,,$24.99,8446065,
,,,,$24.99,8446065,
,,,,$24.99,7873829,
,,,,$24.99,8449176,
,,,,$24.99,8449214,
,,,,$24.99,8449220,
,,,,$24.99,8449232,
,,,,$24.99,8449233,
,,,,$24.99,8449225,
,,,,$24.99,8448998,
,,,,$24.99,8449228,
,,,,$24.99,8449235,
,,,,$24.99,8449223,
,,,,$24.99,8449231,
,,,,$24.99,8449222,
,,,,$24.99,8459482,
,,,,$24.99,8459482,
,,,,$24.99,8459490,
,,,,$24.99,8459491,
,,,,$24.99,8455384,
,,,,$24.99,8456053,
,,,,$24.99,8456050,
,,,,$24.99,8461502,
,,,,$24.99,8474763,
,,,,$24.99,8486587,
,,,,$25.0,125200,
,,,,$25.0,7470401,
,,,,$25.0,7476438,
,,,,$25.0,7478128,
,,,,$25.0,7501878,
,,,,$25.0,7503840,
,,,,$25.0,7548278,
,,,,$25.0,7548278,
,,,,$25.0,7548278,
,,,,$25.0,7548278,
,,,,$25.0,7576698,
,,,,$25.0,7592562,
,,,,$25.0,7581358,
,,,,$25.0,7592562,
,,,,$25.0,7592563,
,,,,$25.0,7592563,
,,,,$25.0,7611492,
,,,,$25.0,7629789,
,,,,$25.0,7644007,
,,,,$25.0,7658290,
,,,,$25.0,7658293,
,,,,$25.0,7693003,
,,,,$25.0,7683585,
,,,,$25.0,7695558,
,,,,$25.0,7328446,
,,,,$25.0,7729172,
,,,,$25.0,7519776,
,,,,$25.0,7689959,
,,,,$25.0,7729324,
,,,,$25.0,7729369,
,,,,$25.0,7729553,
,,,,$25.0,7744716,
,,,,$25.0,7730672,
,,,,$25.0,7731203,
,,,,$25.0,7740438,
,,,,$25.0,7805304,
,,,,$25.0,8066893,
,,,,$25.0,7715937,
,,,,$25.0,8152165,
,,,,$25.0,7928128,
,,,,$25.0,7928128,
,,,,$25.0,8343075,
,,,,$25.0,7976848,
,,,,$25.0,8342457,
,,,,$25.0,7976848,
,,,,$25.0,8342457,
,,,,$25.0,8344290,
,,,,$25.0,8343177,
,,,,$25.0,7805304,
,,,,$25.0,8343198,
,,,,$25.0,7805304,
,,,,$25.0,7805304,
,,,,$25.0,7805304,
,,,,$25.0,8343177,
,,,,$25.0,8343075,
,,,,$25.0,7799360,
,,,,$25.0,8344771,
,,,,$25.0,8344773,
,,,,$25.0,8345172,
,,,,$25.0,7975702,
,,,,$25.0,8143473,
,,,,$25.0,8344800,
,,,,$25.0,7975788,
,,,,$25.0,7975702,
,,,,$25.0,7975702,
,,,,$25.0,7975791,
,,,,$25.0,7975702,
,,,,$25.0,8083926,
,,,,$25.0,8344290,
,,,,$25.0,7799360,
,,,,$25.0,8344773,
,,,,$25.0,8344771,
,,,,$25.0,7799360,
,,,,$25.0,8344773,
,,,,$25.0,7975702,
,,,,$25.0,8344800,
,,,,$25.0,8344800,
,,,,$25.0,7799360,
,,,,$25.0,7851746,
,,,,$25.0,8344771,
,,,,$25.0,8344773,
,,,,$25.0,8344800,
,,,,$25.0,8344771,
,,,,$25.0,7975788,
,,,,$25.0,8083926,
,,,,$25.0,7851746,
,,,,$25.0,8083926,
,,,,$25.0,8083926,
,,,,$25.0,8143473,
,,,,$25.0,8345172,
,,,,$25.0,8143473,
,,,,$25.0,8345189,
,,,,$25.0,8345172,
,,,,$25.0,8347032,
,,,,$25.0,8143473,
,,,,$25.0,8345189,
,,,,$25.0,8143473,
,,,,$25.0,8345172,
,,,,$25.0,8347627,
,,,,$25.0,7851746,
,,,,$25.0,8347620,
,,,,$25.0,8265434,
,,,,$25.0,8346555,
,,,,$25.0,8347724,
,,,,$25.0,8347724,
,,,,$25.0,8348606,
,,,,$25.0,8348658,
,,,,$25.0,8348719,
,,,,$25.0,8255216,
,,,,$25.0,8255216,
,,,,$25.0,8349387,
,,,,$25.0,8075378,
,,,,$25.0,8349382,
,,,,$25.0,8349382,
,,,,$25.0,8298629,
,,,,$25.0,8349382,
,,,,$25.0,8349193,
,,,,$25.0,8349387,
,,,,$25.0,8075378,
,,,,$25.0,8255267,
,,,,$25.0,8349387,
,,,,$25.0,8075378,
,,,,$25.0,8075378,
,,,,$25.0,8349848,
,,,,$25.0,8243425,
,,,,$25.0,8349849,
,,,,$25.0,7977459,
,,,,$25.0,7977460,
,,,,$25.0,7977460,
,,,,$25.0,8349382,
,,,,$25.0,8349387,
,,,,$25.0,8351252,
,,,,$25.0,7552815,
,,,,$25.0,7552815,
,,,,$25.0,7972210,
,,,,$24.5,8422729,
,,,,$24.5,8422743,
,,,,$24.5,8422743,
,,,,$24.5,8423300,
,,,,$24.5,8423301,
,,,,$24.5,8423437,
,,,,$24.5,8423437,
,,,,$24.5,8432011,
,,,,$24.5,8432054,
,,,,$24.5,8432199,
,,,,$24.5,8432220,
,,,,$24.5,8432287,
,,,,$24.5,8432938,
,,,,$24.5,8432937,
,,,,$24.5,8432027,
,,,,$24.5,8432180,
,,,,$24.5,8432068,
,,,,$24.5,8432147,
,,,,$24.5,8432287,
,,,,$24.5,8432011,
,,,,$24.5,8432050,
,,,,$24.5,8432053,
,,,,$24.5,8432081,
,,,,$24.5,8432082,
,,,,$24.5,8432199,
,,,,$24.5,8432147,
,,,,$24.5,8432147,
,,,,$24.5,8432287,
,,,,$24.5,8432010,
,,,,$24.5,8432027,
,,,,$24.5,8312496,
,,,,$24.5,8432938,
,,,,$24.5,8432937,
,,,,$24.5,8436540,
,,,,$24.5,8446192,
,,,,$24.5,8446191,
,,,,$24.5,8446192,
,,,,$24.5,8448390,
,,,,$24.5,8448379,
,,,,$24.5,8448390,
,,,,$24.5,8448379,
,,,,$24.5,8468674,
,,,,$24.5,8468717,
,,,,$24.5,8468715,
,,,,$24.5,8468638,
,,,,$24.5,8468711,
,,,,$24.5,8468677,
,,,,$24.5,8468715,
,,,,$24.5,8468604,
,,,,$24.5,8468677,
,,,,$24.5,8468677,
,,,,$24.5,8468714,
,,,,$24.5,8468717,
,,,,$24.5,8468708,
,,,,$24.5,8468714,
,,,,$24.9,7983193,
,,,,$24.9,7983207,
,,,,$24.9,7983205,
,,,,$24.9,7983194,
,,,,$24.9,7983200,
,,,,$24.9,7983191,
,,,,$24.9,7983208,
,,,,$24.9,8037866,
,,,,$24.95,117069,
,,,,$24.95,115220,
,,,,$24.95,117067,
,,,,$24.95,117068,
